DeviceName,Manufacturer,Model,ModelFriendlyName,WarrantyStartDate,WarrantyEndDate,WarrantyState,SerialNumber,OperatingSystem,OSVersion,UserName,Email,UserCity,UserCountry,UserOfficeLocation,ComplianceStatus,Encrypted,OwnerType,EnrollmentType,LastSync,DefenderState,DefenderRealTimeProtection,DefenderSignatureOverdue,DefenderTamperProtection,DefenderLastReported,SnapshotDate
WIN-DE-1159,Lenovo,21CB,ThinkPad T14 Gen 3,2023-08-08,2026-08-07,Expiring soon,W2X4L2UC,Windows,10.0.22000.2836,Yuki Korhonen,yuki.korhonen@contoso.com,Helsinki,Finland,Helsinki Office,Compliant,true,company,appleBulkWithoutUser,2026-07-15T03:00:00Z,Active,true,false,true,2026-07-11T14:00:00Z,2026-07-15
WIN-IN-1160,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,U949AYR6,Windows,10.0.22000.2836,Sara Patel,sara.patel@contoso.com,Helsinki,Finland,Helsinki Office,Compliant,true,company,deviceEnrollmentManager,2026-07-06T06:00:00Z,Active,true,false,true,2026-07-08T10:00:00Z,2026-07-15
MAC-FI-1161,Apple,"MacBookAir10,1",N/A,N/A,N/A,N/A,3RB6GT8F,macOS,14.3.1,Yuki Muller,yuki.muller@contoso.com,Helsinki,Finland,Helsinki Office,Compliant,true,personal,appleBulkWithoutUser,2026-06-23T10:00:00Z,N/A,N/A,N/A,N/A,N/A,2026-07-15
WIN-US-1162,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,CGJC36PR,Windows,10.0.19045.3930,Sofia Sharma,sofia.sharma@contoso.com,Amsterdam,Netherlands,Amsterdam Hub,Compliant,true,personal,windowsAutoEnrollment,2026-07-12T07:00:00Z,Active,true,false,true,2026-07-14T02:00:00Z,2026-07-15
WIN-US-1163,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,C2QPYSUE,Windows,10.0.22621.3296,Ravi Virtanen,ravi.virtanen@contoso.com,Helsinki,Finland,Helsinki Office,Compliant,true,company,windowsAzureADJoin,2026-07-12T06:00:00Z,Active,true,false,true,2026-07-08T13:00:00Z,2026-07-15
WIN-NL-1164,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,10H64EGW,Windows,10.0.19045.3930,Ingrid Virtanen,ingrid.virtanen@contoso.com,Pune,India,Pune DC,Compliant,true,company,windowsAzureADJoin,2026-06-20T22:00:00Z,Active,true,false,true,2026-07-07T01:00:00Z,2026-07-15
WIN-DE-1165,Lenovo,21CB,ThinkPad T14 Gen 3,2023-10-09,2026-10-08,Expiring soon,KCGSMYZF,Windows,10.0.22000.2836,Ravi Kaur,ravi.kaur@contoso.com,Helsinki,Finland,Helsinki HQ,Compliant,true,company,deviceEnrollmentManager,2026-06-20T14:00:00Z,Active,true,false,true,2026-07-13T23:00:00Z,2026-07-15
WIN-IN-1166,Microsoft Corporation,Surface Pro 9,N/A,N/A,N/A,N/A,2SDXCK46,Windows,10.0.19045.3930,Mateo Jansen,mateo.jansen@contoso.com,Helsinki,Finland,Helsinki HQ,Noncompliant,true,company,appleBulkWithoutUser,2026-06-30T00:00:00Z,Active,true,false,true,2026-07-11T05:00:00Z,2026-07-15
WIN-FI-1167,Lenovo,21HD,ThinkPad X1 Carbon Gen 11,2023-10-25,2026-10-24,In warranty,NH20KRTP,Windows,10.0.19045.4046,Sara Virtanen,sara.virtanen@contoso.com,Helsinki,Finland,Helsinki HQ,Compliant,true,company,windowsAzureADJoin,2026-06-21T20:00:00Z,Active,true,false,true,2026-07-13T10:00:00Z,2026-07-15
WIN-FI-1168,HP,HP EliteBook 840 G10,N/A,N/A,N/A,N/A,HJHYT2P7,Windows,10.0.22000.2836,Nina Patel,nina.patel@contoso.com,Stockholm,Sweden,Stockholm Office,Compliant,true,company,deviceEnrollmentManager,2026-06-24T17:00:00Z,N/A,N/A,true,true,N/A,2026-07-15
WIN-NL-1169,Lenovo,20XW,ThinkPad L15,2023-10-24,2026-10-23,In warranty,3M26A5QH,Windows,10.0.19045.4046,Lucas Muller,lucas.muller@contoso.com,Austin,United States,Austin Office,Compliant,true,company,appleBulkWithoutUser,2026-07-12T01:00:00Z,Active,true,false,true,2026-07-11T06:00:00Z,2026-07-15
WIN-US-1170,Lenovo,21CB,ThinkPad T14 Gen 3,2023-04-28,2026-04-27,Expired,EWET6EF7,Windows,10.0.19045.3930,Marco Andersson,marco.andersson@contoso.com,Bengaluru,India,Bengaluru Office,Compliant,true,company,windowsAutoEnrollment,2026-06-24T22:00:00Z,Active,true,false,false,2026-07-14T13:00:00Z,2026-07-15
WIN-US-1171,Dell Inc.,Precision 3591,N/A,N/A,N/A,N/A,2XTFZ7WC,Windows,10.0.19045.4046,Liam Sharma,liam.sharma@contoso.com,Pune,India,Pune DC,Compliant,true,company,deviceEnrollmentManager,2026-07-06T00:00:00Z,Inactive,false,false,true,2026-07-06T06:00:00Z,2026-07-15
WIN-US-1172,Dell Inc.,Latitude 7440,N/A,N/A,N/A,N/A,TDSEW462,Windows,10.0.19045.4046,Sara Dubois,sara.dubois@contoso.com,Madrid,Spain,Madrid Office,Compliant,true,company,deviceEnrollmentManager,2026-06-25T01:00:00Z,Inactive,false,false,true,2026-07-09T08:00:00Z,2026-07-15
WIN-FI-1173,Dell Inc.,Latitude 5540,N/A,N/A,N/A,N/A,CWUJA1AT,Windows,10.0.19045.4046,Omar Jansen,omar.jansen@contoso.com,Austin,United States,Austin Office,In grace period,true,company,appleBulkWithoutUser,2026-06-20T19:00:00Z,Active,true,false,true,2026-07-05T21:00:00Z,2026-07-15
WIN-US-1174,Lenovo,21CB,ThinkPad T14 Gen 3,2023-03-21,2026-03-20,Expired,UUGVS9V2,Windows,10.0.22631.3447,Ingrid Andersson,ingrid.andersson@contoso.com,Amsterdam,Netherlands,Amsterdam Hub,Compliant,true,company,windowsAutoEnrollment,2026-06-21T06:00:00Z,Active,true,false,true,2026-07-10T15:00:00Z,2026-07-15
WIN-NL-1175,HP,HP EliteBook 840 G10,N/A,N/A,N/A,N/A,7QCHCBP9,Windows,10.0.19045.3930,Emma Andersson,emma.andersson@contoso.com,Munich,Germany,Munich Office,Compliant,true,company,windowsAzureADJoin,2026-07-08T12:00:00Z,Active,true,false,true,2026-07-10T00:00:00Z,2026-07-15
WIN-US-1176,HP,HP EliteBook 840 G10,N/A,N/A,N/A,N/A,YNY9CKPY,Windows,10.0.19045.3930,Nina Virtanen,nina.virtanen@contoso.com,Munich,Germany,Munich Office,Compliant,true,company,appleBulkWithoutUser,2026-07-07T01:00:00Z,Active,true,false,true,2026-07-13T05:00:00Z,2026-07-15
WIN-SE-1177,Dell Inc.,Precision 3591,N/A,N/A,N/A,N/A,G7VJPDCL,Windows,10.0.19045.4046,Liam Wang,liam.wang@contoso.com,Helsinki,Finland,Helsinki Office,Compliant,true,personal,appleBulkWithoutUser,2026-06-30T13:00:00Z,N/A,N/A,false,true,N/A,2026-07-15
WIN-FI-1178,Microsoft Corporation,Surface Pro 9,N/A,N/A,N/A,N/A,CX9ZHL8T,Windows,10.0.22000.2836,Lucas Kaur,lucas.kaur@contoso.com,Toronto,Canada,Toronto Office,Not evaluated,true,company,appleBulkWithoutUser,2026-06-25T19:00:00Z,Active,true,false,true,2026-07-12T06:00:00Z,2026-07-15
WIN-IN-1179,HP,HP ProBook 450 G9,N/A,N/A,N/A,N/A,Z6SG15HG,Windows,10.0.19045.3930,Liam Lehto,liam.lehto@contoso.com,Pune,India,Pune DC,Compliant,true,company,deviceEnrollmentManager,2026-06-25T01:00:00Z,Active,true,false,true,2026-07-07T01:00:00Z,2026-07-15
WIN-US-1180,Microsoft Corporation,Surface Pro 9,N/A,N/A,N/A,N/A,5S97KHVB,Windows,10.0.19045.3930,Sofia Nieminen,sofia.nieminen@contoso.com,Helsinki,Finland,Helsinki Office,Compliant,true,company,windowsAzureADJoin,2026-06-24T19:00:00Z,Active,true,false,true,2026-07-08T21:00:00Z,2026-07-15
